product,author,review_text,date,rating,user_id,source,review_type,brand,review_length,has_rating,word_count,processed_date
iPhone 17 Pro Max,Anonymous,"B Baldilocks73 ka3 22 hours ago G Tech, 11 Sep 2025 Xiaomi Mi 11 Ultra âœ…
Poco âœ… They don't even come close. That's like comparing a Hyundai to a Koenigsegg. Reply",2025-09-11,,USER_ANON_02142,GSM Arena,Technical Review,iPhone,166,False,32,2025-09-12 17:36:28.062113
iPhone 17 Pro Max,Anonymous,"? Anonymous Jk3 23 hours ago Anonymous, 11 Sep 2025 About screen, no HDR10+ ? No 100% DCI-P3 ?
About camera...single 1/2.55"" tele when you c... more Why would it need HDR10+ if dolby vision is superior and more widespread? Not to mention that dolby vision and hdr10+ wonâ€™t make much of a difference on a screen that is already really good. And it DOES support 100% dci p3. If apple wanted it, it could easily have 85% rec 2020 coverage aswell. Reply",2025-09-11,5.0,USER_ANON_02143,GSM Arena,Technical Review,iPhone,451,True,83,2025-09-12 17:36:28.062113
iPhone 17 Pro Max,Anonymous,"A Angelow 3Aj 23 hours ago G Tech, 11 Sep 2025 Xiaomi Mi 11 Ultra âœ…
Poco âœ… Umm.... No Reply",2025-09-11,,USER_ANON_02147,GSM Arena,Technical Review,iPhone,95,False,21,2025-09-12 17:36:28.062113
iPhone 17 Pro Max,Anonymous,"? Anonymous 0Le 11 Sep 2025 Anonymous, 11 Sep 2025 In ancient times there was no batteries at all. What's exactly wrong with camera configur... more About screen, no HDR10+ ? No 100% DCI-P3 ? About camera...single 1/2.55"" tele when you can get 2 tele or better 1/1.4"" inch sensor. Apple cut costs everywhere. 10 months ago I get a phone far far better than 16 Pro Max which was 35% more expensive with half Reply",2025-09-11,5.0,USER_ANON_02150,GSM Arena,Technical Review,iPhone,412,True,76,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,I Iphones suck XQd 11 Sep 2025 Hideous. Absolutely hideous. The person who designed this deserves prison Reply,2025-09-11,,USER_ANON_02224,GSM Arena,Technical Review,iPhone,110,False,18,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,"? Anonymous 39x 11 Sep 2025 Adrian P, 10 Sep 2025 actually, there is a 2014 smartphone, even slimmer at 5.2 mm, the Allview x2 soul mini, which ... more There was also the Vivo X5 Max back in the day, which had a semi competitive 2300mAh battery (the same as the HTC One M7 that came out the year before) and a very welcome microSD card to compliment the 16GB of storage that was on the low side even back then. Oh and it was even thinner at 4.8mm, even if the 5.5 inch screen meant it was larger overall than the Allview (for those wondering both also had 3.5mm ports). I genuinely do not understand why people think this Air is at all impressive, this battery size could probably be achieved in the same shell of either of these 2014 phones simply with the advancements we've had in battery technology in the last 11 years. They didn't have to resort to using the earpiece as the only loudspeaker or cramming the mainboard into the camera bump. Reply",2025-09-11,,USER_ANON_02226,GSM Arena,Technical Review,iPhone,952,False,179,2025-09-12 17:36:28.062113
Galaxy A07 4G,Anonymous,"? Anonymous N4u 5 hours ago Khalifa Nig, 11 Sep 2025 Even A06 5G better than this phone I m just in love with it , waiting for it Reply",2025-09-11,,USER_ANON_01586,GSM Arena,Technical Review,Galaxy,135,False,30,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,D Diddy iwp 11 Sep 2025 There are no stereo speakers ðŸ’€ðŸ’€ omgðŸ’€ðŸ’€ Reply,2025-09-11,,USER_ANON_02227,GSM Arena,Technical Review,iPhone,79,False,14,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"G Galaxy06 pJ6 11 Sep 2025 Whining , 09 Sep 2025 This gotta sacarsm man lmao If you are so sure of it being ""sarcasm"" then how about you explain how you think I'm wrong and how other brands are not better than apple at this moment in time. Reply",2025-09-11,,USER_ANON_02273,GSM Arena,Technical Review,iPhone,245,False,50,2025-09-12 17:36:28.062113
iPhone 16,Anonymous,A Adil.5 CbJ 11 Sep 2025 People who bought the iPhone 16 must be crying after seeing the base iPhone 17 ðŸ˜‚ Reply,2025-09-11,,USER_ANON_02556,GSM Arena,Technical Review,iPhone,114,False,23,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"? Anonymous Cxp 11 Sep 2025 confuzed, 11 Sep 2025 well demmmmm
i have to admit this, this is the first time i actually considering this over AN... more Itâ€™s not apple is great It is because  android enshiitification last years Expensive chinophones. Googo lock down bloat spy.  Samsung not change even sensors for years and lock down bloat too. Removed open source so they lost that community too. Stubborn tensynos. Chinoophones expensive and bad. And so on.  All that stacking up. Apple can do nothing they will still be better because of Android phones becoming worse just by the os and more expensive. And not much real hardware improvement. Reply",2025-09-11,4.0,USER_ANON_02274,GSM Arena,Technical Review,iPhone,653,True,111,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"? Anonymous Cxp 11 Sep 2025 3500mAh battery 2025, 11 Sep 2025 My phone from 2017 had a better battery. Bootlickers will still praise this e-waste. Why so angry. Compared my s23 to my ip 13. Both almost full capacity. Lot ( 30% at least ) more screen on time for browsing on IP. Most apps are in fact embedded browser. Youâ€™re wrong. I was wrong too. For Longevity Samsung wins. 2000 cycles vs 1000 ( apple known of obsolescence even iOS degrade on purpose with fakke arguments as ever) Chinoohone carbon batteries. And 100 w charging or even more.  Fireeehazard. And Wear three times faster Just facts there. Reply",2025-09-11,1.5,USER_ANON_02275,GSM Arena,Technical Review,iPhone,615,True,110,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"c confuzed 8t7 11 Sep 2025 well demmmmm i have to admit this, this is the first time i actually considering this over ANY android phone ever good size great specs wow just wow Reply",2025-09-11,4.0,USER_ANON_02276,GSM Arena,Technical Review,iPhone,181,True,35,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,? Anonymous YQJ 11 Sep 2025 iPhone 17 basic model will be the beast model Reply,2025-09-11,,USER_ANON_02277,GSM Arena,Technical Review,iPhone,79,False,16,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,? Anonymous r31 11 Sep 2025 The iPhone 17 must be a total difference. In both designs and of course better battery life. Turn's out I'm gonna get it soon Reply,2025-09-11,,USER_ANON_02278,GSM Arena,Technical Review,iPhone,159,False,31,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"C Combustible Lemon p{8 11 Sep 2025 gh6st, 10 Sep 2025 Pixel 10 looks like complete e-waste compared to this. And I'm not even an Apple fan Pixels haven't been really progressing since 8 I think... Reply",2025-09-11,1.0,USER_ANON_02279,GSM Arena,Technical Review,iPhone,203,True,37,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,3 3500mAh battery 2025 m5W 11 Sep 2025 My phone from 2017 had a better battery. Bootlickers will still praise this e-waste. Reply,2025-09-11,1.0,USER_ANON_02280,GSM Arena,Technical Review,iPhone,129,True,23,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"? Anonymous JYD 11 Sep 2025 Ravi yadav , 10 Sep 2025 3692 mah battery? Some kind of a joke is it you really have no knowledge indeed, this 3692mah battery can last longer than your phone ðŸ¤£ the iphone 16 already lasts more than 12 hours (SOT) on heavy use with ease, the iphone 17 with bigger battery and promotion is guaranteed to last 15-16 hours then. if light users and users who don't use their phones all day get their hands on the iphone 17, it's guaranteed to last them atleast 2 days Reply",2025-09-11,,USER_ANON_02281,GSM Arena,Technical Review,iPhone,500,False,96,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"? Anonymous Cxp 11 Sep 2025 Best phone. Sad to say it Android is killling itself. Gooogoo loxkkng down no more source pixel removing sidelozidinf spyware bloat ware Battery nor great despite 1 megawatt captivity and 3 terawazt charging. And so on. Apple doesnâ€™t have to do a lot to killl competition these days. Android good in the 8gen2 area.  Now itâ€™s clearly collapsing but for cheap like 100-200 no alternative to Android. Also reliability Android is a problem. Not apple is best they are greed and insolence a lot but android câ€™hifh end is clearly the looooser nowadays. Concluding : budget and mid range, Android , no alternative. Otherwise apple. Easy choice. Reply",2025-09-11,5.0,USER_ANON_02282,GSM Arena,Technical Review,iPhone,678,True,114,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"? Anonymous Cxp 11 Sep 2025 Sindroid, 10 Sep 2025 The Standard 17 model is the winner.. Much better priced and spec wise just as good to those t... more Yes even the colors are turdy Googo put the trend of ugglyness with toyissh xheeaopo werid colors and uuigly camera island. Seem apple got Â´inspisredâ€™.Â´ by this trend I guess weâ€™ll get used to is and in 2-3 years will praise that design. For me the black rounder corner small line iPhone SE or the first iPhone 3G was the one. The X also. Since then itâ€™s ugglyland Reply",2025-09-11,4.0,USER_ANON_02283,GSM Arena,Technical Review,iPhone,531,True,99,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"? Anonymous ftM 11 Sep 2025 gh6st, 10 Sep 2025 Still going to outlast half of androids with 5000mah. Although any android phone makers are al... more ðŸ¤£ðŸ˜‚ðŸ¤£You're very funny Reply",2025-09-11,,USER_ANON_02287,GSM Arena,Technical Review,iPhone,185,False,31,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"i iPhoneMan EqZ 11 Sep 2025 xcv, 10 Sep 2025 And yet, iPhone USB 2.0 has Display Port out, which has zero Android models. There are even An... more Greedy? No, that's what you pay for CLASS and years of hassle free usage. My iPhone 11 still runs better that most Android phones that came out recently. Reply",2025-09-11,,USER_ANON_02286,GSM Arena,Technical Review,iPhone,307,False,58,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"C Clairvoyance sac 11 Sep 2025 gh6st, 10 Sep 2025 Pixel 10 looks like complete e-waste compared to this. And I'm not even an Apple fan truest comment ive seen in the IP17 comments lol i agree pixel 10 is so behind Reply",2025-09-11,1.0,USER_ANON_02285,GSM Arena,Technical Review,iPhone,219,True,43,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"? Anonymous I@H 11 Sep 2025 I wish iPhone 17 will still available until 2029 just like iPhone 13 that released back in 2021, and until this year 2025 they still sell iPhone 13 with only 128GB and 2 colors available which I bought for first time last month Reply",2025-09-11,,USER_ANON_02272,GSM Arena,Technical Review,iPhone,261,False,50,2025-09-12 17:36:28.062113
iPhone 17,Anonymous,"? Anonymous QvJ 22 hours ago Anonymous, 11 Sep 2025 you really have no knowledge indeed, this 3692mah battery can last longer than your phone ðŸ¤£ th... more renember, this time the iphone 17 has 120Hz that consume much batery, Reply",2025-09-11,,USER_ANON_02270,GSM Arena,Technical Review,iPhone,233,False,41,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,"? Anonymous grv 11 Sep 2025 DarlingYext, 10 Sep 2025 A gaming phone with a small battery, little to no place for cooling, no headphone jack, and no... more Gaming phone? Damn, buddy. The Air isnâ€™t for everyone; itâ€™s for a more niche audience. Itâ€™s a tough sell. It was designed to be as thin as possible, and for that, sacrifices have to be made. But complaining about a headphone jack in 2025, when no phone comes with that feature anymore? Cmon bro Reply",2025-09-11,,USER_ANON_02241,GSM Arena,Technical Review,iPhone,462,False,84,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,? Anonymous U2B 11 Sep 2025 Expensive compromise? Reply,2025-09-11,,USER_ANON_02234,GSM Arena,Technical Review,iPhone,55,False,9,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,"? Anonymous swm 11 Sep 2025 Anonymous, 11 Sep 2025 Thereâ€™s no point including 12GB RAM and a fast processor if cooling becomes a bottleneck iPhones never throttle, throttling is for 8 elite snapdragon dimensity and other slow androids Reply",2025-09-11,,USER_ANON_02228,GSM Arena,Technical Review,iPhone,242,False,40,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,"? Anonymous JhV 11 Sep 2025 This is pretty crappy, S25 Edge is better but the issue is the small battery and single camera which just isn't like Telephoto, ultra wide and wide all in one no matter what Apple bs says. Reply",2025-09-11,2.0,USER_ANON_02229,GSM Arena,Technical Review,iPhone,222,True,43,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,C Conan Ng tdr 11 Sep 2025 iPhone Air is Apple Lay's chipset Reply,2025-09-11,,USER_ANON_02230,GSM Arena,Technical Review,iPhone,66,False,14,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,"? Anonymous 0Uw 11 Sep 2025 Anonymous, 11 Sep 2025 Everybody complaining about the single camera and ""small"" battery yet that one camer... more ""3000 mah iPhone battery equals 6000 to 8000 mah android battery"" do you happen to have a learning disability? Reply",2025-09-11,,USER_ANON_02231,GSM Arena,Technical Review,iPhone,260,False,44,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,"? Anonymous U2B 11 Sep 2025 Anonymous, 11 Sep 2025 Everybody complaining about the single camera and ""small"" battery yet that one camer... more Thereâ€™s no point including 12GB RAM and a fast processor if cooling becomes a bottleneck Reply",2025-09-11,,USER_ANON_02232,GSM Arena,Technical Review,iPhone,240,False,40,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,"M Mike Fu7 11 Sep 2025 Anonymous, 11 Sep 2025 Everybody complaining about the single camera and ""small"" battery yet that one camer... more Compare it to Tecno slim Reply",2025-09-11,,USER_ANON_02233,GSM Arena,Technical Review,iPhone,169,False,30,2025-09-12 17:36:28.062113
13s,Anonymous,"c cyclonator nHg 11 Sep 2025 is this phone really available? cannot see it in their european, canadian, american webshop at all Reply",2025-09-11,,USER_ANON_00220,GSM Arena,Technical Review,13s,133,False,23,2025-09-12 17:36:28.062113
iPhone Air,Em2048,"7A2 11 Sep 2025 What is the point of this phone? Sure it's got a bit more RAM than the base 17 but other than that it's worse in almost every way, all while being more expensive. Reply",2025-09-11,,USER_EM2_3a653ef9,GSM Arena,Technical Review,iPhone,184,False,38,2025-09-12 17:36:28.062113
iPhone Air,David,"040882 srr 11 Sep 2025 Yes, 11 Sep 2025 there is no stereo speaker...??? ðŸ˜‚ðŸ˜… Nope, just a single speaker. Seems they had to cut that area in order to achieve the slimness Reply",2025-09-11,,USER_DAV_172522ec,GSM Arena,Technical Review,iPhone,181,False,34,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,"t turtle. D01 11 Sep 2025 Why, 10 Sep 2025 Why destroy a phone with a camera the size of a hippo.
Whats wrong with theese people imagine... more no harm with camera bump but u can't price the phone at 1000 usd with specs of a  300 usd phone. 3k mah cell with a tiny single sensor, a single speaker, usb 2.0 doesn't justify the price tag. Reply",2025-09-11,,USER_ANON_02236,GSM Arena,Technical Review,iPhone,343,False,69,2025-09-12 17:36:28.062113
iPhone Air,Anonymous,"t turtle. D01 11 Sep 2025 Anonymous, 11 Sep 2025 Everybody complaining about the single camera and ""small"" battery yet that one camer... more my guy get out of your delusional world lmao. apple has been lagging behind android competition for years now and this phone is gonna be terrible. mark my words that apple will kill the air next year? that single speaker will sound like a 200 usd android lmao. camera being better than 7-8 lenses in android? dude vivo and oppo phones are like generations ahead of apple in camera performance lmfao. nobody talks about them cuz they r banned in usa. hell, even xiaomi would embarrass the 17 pm with their flagship. Reply",2025-09-11,1.0,USER_ANON_02237,GSM Arena,Technical Review,iPhone,662,True,117,2025-09-12 17:36:28.062113
Edge 60 Neo,Anonymous,"J Jaykind vId 11 Sep 2025 5000MaH guy, 05 Sep 2025 When is the GSMArena Review coming? Did you guys get one? By 23 sep when big sales happen in India..Neo 60 may launch by then as well Reply",2025-09-11,,USER_ANON_00002,GSM Arena,Technical Review,Edge,190,False,39,2025-09-12 17:36:28.062113
