review_id,user_id,product,brand,rating,date,source,has_rating,review_year,review_month,review_length
REV_000102,USER_ANON_03177,Galaxy A07 4G,Galaxy,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,135
REV_000101,USER_ANON_01369,Galaxy Watch8,Galaxy,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,451
REV_000100,USER_ANON_00570,V60,V60,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,90
REV_000099,USER_ANON_01309,Galaxy A17,Galaxy,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,71
REV_000098,USER_ANON_00003,Edge 60 Neo,Edge,5.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,202
REV_000097,USER_ANON_00004,Edge 60 Neo,Edge,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,368
REV_000096,USER_ANON_00005,Edge 60 Neo,Edge,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,109
REV_000095,USER_ANON_00919,Redmi Note 15 Pro,Redmi,2.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,344
REV_000094,USER_ANON_00929,Redmi Note 15,Redmi,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,69
REV_000093,USER_ANON_00775,K13x,K13x,1.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,63
REV_000092,USER_ANON_00735,A6 Max,A6,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,167
REV_000091,USER_ANON_01035,Poco F7,Poco,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,409
REV_000090,USER_ANON_01045,Redmi Pad 2,Redmi,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,443
REV_000089,USER_ANON_01110,iPhone 17 Pro,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,246
REV_000088,USER_ANON_01310,Galaxy A17,Galaxy,3.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,523
REV_000087,USER_ANON_01111,iPhone 17 Pro,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,56
REV_000057,USER_ANON_02241,iPhone Air,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,462
REV_000077,USER_ANON_00050,Moto G86,Moto,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,154
REV_000055,USER_ANON_02272,iPhone 17,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,261
REV_000015,USER_JES_83679c10,Razr+ 2025,Razr+,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,218
REV_000026,USER_ANON_00317,13,13,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,676
REV_000025,USER_ANON_00318,13,13,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,226
REV_000024,USER_ANON_00319,13,13,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,211
REV_000023,USER_ANON_01670,Galaxy F36,Galaxy,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,53
REV_000022,USER_ANON_00393,15 Pro,15,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,278
REV_000021,USER_ANON_02120,iPhone 17 Pro Max,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,157
REV_000020,USER_ANON_02152,iPhone 17 Pro Max,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,62
REV_000019,USER_ANON_02157,iPhone 17 Pro,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,69
REV_000018,USER_ANON_02158,iPhone 17 Pro,iPhone,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,114
REV_000017,USER_ANON_02223,iPhone Air,iPhone,1.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,463
REV_000016,USER_ANON_02222,iPhone Air,iPhone,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,599
REV_000014,USER_ANON_02221,iPhone Air,iPhone,1.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,536
REV_000028,USER_ANON_02284,iPhone 17,iPhone,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,680
REV_000013,USER_ANON_02220,iPhone Air,iPhone,2.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,389
REV_000012,USER_ANON_02219,iPhone Air,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,514
REV_000011,USER_ANON_02218,iPhone Air,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,70
REV_000010,USER_ANON_02217,iPhone Air,iPhone,0.15,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,102
REV_000009,USER_ANON_02216,iPhone Air,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,1368
REV_000054,USER_ANON_02285,iPhone 17,iPhone,1.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,219
REV_000007,USER_ANON_02212,iPhone Air,iPhone,5.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,242
REV_000006,USER_ANON_02207,iPhone Air,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,291
REV_000005,USER_ANON_02205,iPhone Air,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,356
REV_000004,USER_ANON_02160,iPhone 17 Pro,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,145
REV_000003,USER_ANON_02159,iPhone 17 Pro,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,343
REV_000027,USER_ANON_01826,Galaxy M36,Galaxy,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,56
REV_000008,USER_ANON_02214,iPhone Air,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,275
REV_000029,USER_ANON_02151,iPhone 17 Pro Max,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,112
REV_000042,USER_ANON_02274,iPhone 17,iPhone,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,653
REV_000030,USER_ANON_02127,iPhone 17 Pro Max,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,206
REV_000053,USER_ANON_02286,iPhone 17,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,307
REV_000052,USER_ANON_02287,iPhone 17,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,185
REV_000050,USER_ANON_02282,iPhone 17,iPhone,5.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,678
REV_000049,USER_ANON_02281,iPhone 17,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,500
REV_000048,USER_ANON_02280,iPhone 17,iPhone,1.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,129
REV_000047,USER_ANON_02279,iPhone 17,iPhone,1.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,203
REV_000046,USER_ANON_02278,iPhone 17,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,159
REV_000045,USER_ANON_02277,iPhone 17,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,79
REV_000044,USER_ANON_02276,iPhone 17,iPhone,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,181
REV_000043,USER_ANON_02275,iPhone 17,iPhone,1.5,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,615
REV_000051,USER_ANON_02283,iPhone 17,iPhone,4.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,531
REV_000041,USER_ANON_02556,iPhone 16,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,114
REV_000035,USER_ANON_02150,iPhone 17 Pro Max,iPhone,5.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,412
REV_000040,USER_ANON_02273,iPhone 17,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,245
REV_000032,USER_ANON_02142,iPhone 17 Pro Max,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,166
REV_000034,USER_ANON_02147,iPhone 17 Pro Max,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,95
REV_000033,USER_ANON_02143,iPhone 17 Pro Max,iPhone,5.0,2025-09-11 00:00:00,GSM Arena,True,2025.0,9.0,451
REV_000036,USER_ANON_02224,iPhone Air,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,110
REV_000037,USER_ANON_02226,iPhone Air,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,952
REV_000038,USER_ANON_01586,Galaxy A07 4G,Galaxy,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,135
REV_000039,USER_ANON_02227,iPhone Air,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,79
REV_000031,USER_ANON_02140,iPhone 17 Pro Max,iPhone,,2025-09-11 00:00:00,GSM Arena,False,2025.0,9.0,150
REV_000174,USER_ANON_01306,Galaxy A07 4G,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,132
REV_000173,USER_ANON_01305,Galaxy A07 4G,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,54
REV_000165,USER_ANON_01253,Galaxy F17,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,195
REV_000172,USER_ANON_01391,Galaxy S25 Edge,Galaxy,5.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,268
REV_000171,USER_ANON_00394,15 Pro,15,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,179
REV_000170,USER_ANON_01393,Galaxy S25 Edge,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,584
REV_000169,USER_ANON_01269,Galaxy S25 FE,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,194
REV_000168,USER_ANON_01307,Galaxy A07 4G,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,210
REV_000167,USER_ANON_01268,Galaxy S25 FE,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,143
REV_000166,USER_ANON_01264,Galaxy S25 FE,Galaxy,3.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,517
REV_000160,USER_ANON_01267,Galaxy S25 FE,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,286
REV_000164,USER_ANON_01219,iPhone 16,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,626
REV_000162,USER_ANON_01218,iPhone 16,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,90
REV_000161,USER_ANON_00659,X200 FE,X200,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,228
REV_000159,USER_ANON_02162,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,105
REV_000158,USER_ANON_01308,Galaxy A07 4G,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,204
REV_000157,USER_ANON_02177,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,187
REV_000156,USER_ANON_02164,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,80
REV_000176,USER_ANON_00830,Reno14,Reno14,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,248
REV_000155,USER_ANON_02165,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,222
REV_000175,USER_ANON_00001,Edge 60 Neo,Edge,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,115
REV_000189,USER_ANON_02289,iPhone 17,iPhone,1.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,114
REV_000177,USER_ANON_03014,Edge 60 Neo,Edge,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,116
REV_000178,USER_ANON_02291,iPhone 17,iPhone,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,190
REV_000153,USER_ANON_02167,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,153
REV_000197,USER_ANON_00142,Moto Pad 60 Pro,Moto,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,177
REV_000196,USER_ANON_00006,Edge 60 Neo,Edge,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,75
REV_000195,USER_ANON_03013,Edge 60 Neo,Edge,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,115
REV_000194,USER_ANON_03239,Galaxy S25 Edge,Galaxy,5.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,268
REV_000193,USER_ANON_00007,Edge 60 Neo,Edge,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,308
REV_000192,USER_ANON_00008,Edge 60 Neo,Edge,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,203
REV_000191,USER_ANON_02288,iPhone 17,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,313
REV_000190,USER_ANON_00009,Edge 60 Neo,Edge,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,217
REV_000188,USER_ANON_02290,iPhone 17,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,243
REV_000187,USER_ANON_02293,iPhone 17,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,249
REV_000186,USER_ANON_02292,iPhone 17,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,161
REV_000185,USER_ANON_00020,Moto G06,Moto,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,216
REV_000184,USER_GOM_b9d61f2c,iPhone 17,iPhone,2.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,63
REV_000183,USER_ANON_02295,iPhone 17,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,209
REV_000182,USER_ANON_02296,iPhone 17,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,112
REV_000181,USER_ANON_02297,iPhone 17,iPhone,2.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,193
REV_000180,USER_ANON_03148,Galaxy S25 FE,Galaxy,3.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,517
REV_000179,USER_ANON_00040,Moto G86 Power,Moto,3.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,193
REV_000154,USER_ANON_02166,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,36
REV_000163,USER_ANON_00230,Ace 5 Ultra,Ace,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,404
REV_000152,USER_ANON_00281,13R,13R,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,355
REV_000130,USER_ANON_00736,A6 Max,A6,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,392
REV_000128,USER_ANON_00979,Redmi 15C 4G,Redmi,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,280
REV_000127,USER_ANON_01395,Galaxy S25 Edge,Galaxy,5.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,133
REV_000126,USER_ANON_02247,iPhone Air,iPhone,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,361
REV_000125,USER_ANON_02246,iPhone Air,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,77
REV_000124,USER_ANON_00903,Poco C85 4G,Poco,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,75
REV_000123,USER_ANON_02245,iPhone Air,iPhone,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,360
REV_000122,USER_ANON_02243,iPhone Air,iPhone,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,174
REV_000121,USER_ANON_00831,Reno14,Reno14,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,79
REV_000119,USER_DAR_d1553893,iPhone Air,iPhone,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,308
REV_000118,USER_ANON_00980,Redmi 15C 4G,Redmi,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,121
REV_000117,USER_ANON_00981,Redmi 15C 4G,Redmi,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,116
REV_000116,USER_DAR_d1553893,Galaxy S25 FE,Galaxy,3.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,276
REV_000115,USER_ANON_01869,Galaxy S25 Edge,Galaxy,5.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,268
REV_000114,USER_ANON_01087,Redmi Turbo 4 Pro,Redmi,2.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,581
REV_000113,USER_ANON_02119,iPhone 17 Pro Max,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,185
REV_000112,USER_ANON_01457,Galaxy S25 FE,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,155
REV_000111,USER_ANON_01454,Galaxy S25 FE,Galaxy,3.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,517
REV_000110,USER_ANON_02244,iPhone Air,iPhone,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,65
REV_000151,USER_ANON_02168,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,150
REV_000129,USER_DAR_d1553893,Galaxy S25 FE,Galaxy,3.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,424
REV_000120,USER_ANON_00321,13,13,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,173
REV_000131,USER_ANON_00969,Redmi 15,Redmi,1.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,321
REV_000142,USER_ANON_02170,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,43
REV_000150,USER_ANON_01311,Galaxy A17,Galaxy,5.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,1038
REV_000132,USER_ANON_01460,Galaxy S25 FE,Galaxy,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,196
REV_000149,USER_ANON_02169,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,144
REV_000148,USER_ANON_02171,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,94
REV_000147,USER_ANON_02172,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,102
REV_000146,USER_ANON_02173,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,870
REV_000145,USER_ANON_02174,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,73
REV_000109,USER_ANON_00902,Poco C85 4G,Poco,1.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,77
REV_000143,USER_ANON_02176,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,242
REV_000144,USER_ANON_02175,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,145
REV_000141,USER_ANON_01394,Galaxy S25 Edge,Galaxy,5.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,305
REV_000137,USER_ANON_00911,Redmi Note 15 Pro+,Redmi,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,117
REV_000133,USER_ANON_01461,Galaxy S25 FE,Galaxy,3.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,186
REV_000135,USER_ANON_00320,13,13,4.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,390
REV_000136,USER_ANON_00912,Redmi Note 15 Pro+,Redmi,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,201
REV_000134,USER_ANON_00920,Redmi Note 15 Pro,Redmi,2.0,2025-09-10 00:00:00,GSM Arena,True,2025.0,9.0,211
REV_000138,USER_ANON_00909,Redmi Note 15 Pro+,Redmi,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,232
REV_000139,USER_ANON_02161,iPhone 17 Pro,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,130
REV_000140,USER_ANON_01168,iPhone 16e,iPhone,,2025-09-10 00:00:00,GSM Arena,False,2025.0,9.0,89
REV_000256,USER_ANON_00581,iQOO Z10 Turbo+,iQOO,,2025-09-09 00:00:00,GSM Arena,False,2025.0,9.0,380
REV_000265,USER_ANON_00041,Moto G86 Power,Moto,2.0,2025-09-09 00:00:00,GSM Arena,True,2025.0,9.0,548
REV_000264,USER_ANON_01270,Galaxy Tab S11 Ultra,Galaxy,,2025-09-09 00:00:00,GSM Arena,False,2025.0,9.0,233
REV_000263,USER_ANON_00660,X200 FE,X200,5.0,2025-09-09 00:00:00,GSM Arena,True,2025.0,9.0,153
REV_000262,USER_ANON_00282,13R,13R,,2025-09-09 00:00:00,GSM Arena,False,2025.0,9.0,100
REV_000261,USER_ANON_01280,Galaxy Tab S11,Galaxy,,2025-09-09 00:00:00,GSM Arena,False,2025.0,9.0,209
REV_000260,USER_ANON_01292,Galaxy Tab S10 Lite,Galaxy,,2025-09-09 00:00:00,GSM Arena,False,2025.0,9.0,93
REV_000259,USER_ANON_01293,Galaxy Tab S10 Lite,Galaxy,,2025-09-09 00:00:00,GSM Arena,False,2025.0,9.0,94
REV_000258,USER_ANON_01294,Galaxy Tab S10 Lite,Galaxy,,2025-09-09 00:00:00,GSM Arena,False,2025.0,9.0,58
REV_000257,USER_ANON_01295,Galaxy Tab S10 Lite,Galaxy,4.0,2025-09-09 00:00:00,GSM Arena,True,2025.0,9.0,308
REV_000246,USER_ANON_00939,Poco M7 4G,Poco,4.0,2025-09-09 00:00:00,GSM Arena,True,2025.0,9.0,173
REV_000255,USER_ANON_01272,Galaxy Tab S11 Ultra,Galaxy,4.0,2025-09-09 00:00:00,GSM Arena,True,2025.0,9.0,256
REV_000254,USER_ANON_01136,Watch Ultra 3,Watch,4.0,2025-09-09 00:00:00,GSM Arena,True,2025.0,9.0,67
REV_000253,USER_ANON_01088,Redmi Turbo 4 Pro,Redmi,4.0,2025-09-09 00:00:00,GSM Arena,True,2025.0,9.0,312
REV_000252,USER_ANON_01037,Poco F7,Poco,,2025-09-09 00:00:00,GSM Arena,False,2025.0,9.0,304
REV_000251,USER_ANON_00832,Reno14,Reno14,,2025-09-09 00:00:00,GSM Arena,False,2025.0,9.0,203
REV_000250,USER_ANON_00839,Pad SE,Pad,,2025-09-09 00:00:00,GSM Arena,False,2025.0,9.0,46
